size,density,bfs_cost,bfs_time,ucs_cost,ucs_time,greedy_cost,greedy_time,astar_cost,astar_time,mcts_cost,mcts_time,best_algorithm
20,0.21330115863351082,193,0.0002541542053222656,118,0.0003910064697265625,196,5.221366882324219e-05,118,0.00039124488830566406,21646,1.0158731937408447,ucs
10,0.2632690684204433,67,5.6743621826171875e-05,67,8.177757263183594e-05,88,2.193450927734375e-05,67,7.605552673339844e-05,3873,0.38086795806884766,bfs
20,0.22670873095936062,193,0.00025916099548339844,135,0.00039696693420410156,185,5.3882598876953125e-05,135,0.00043201446533203125,6558,0.9150388240814209,ucs
20,0.3292805484602933,198,0.00017023086547851562,171,0.0002579689025878906,195,5.1021575927734375e-05,171,0.00027871131896972656,35777,1.83024001121521,ucs
20,0.35012807919225475,186,0.000164031982421875,159,0.00023984909057617188,170,5.984306335449219e-05,159,0.00023508071899414062,6931,1.9891159534454346,astar
20,0.22085320999847388,179,0.0002372264862060547,124,0.00035881996154785156,200,5.698204040527344e-05,124,0.0003802776336669922,7576,1.867767095565796,ucs
10,0.3313807363619027,93,4.506111145019531e-05,82,6.67572021484375e-05,92,2.09808349609375e-05,82,6.699562072753906e-05,1760,0.11608076095581055,ucs
10,0.2405472229841456,79,6.413459777832031e-05,59,9.703636169433594e-05,78,2.193450927734375e-05,59,0.00010013580322265625,4099,0.3376297950744629,ucs
10,0.3510051896782415,63,3.886222839355469e-05,54,5.412101745605469e-05,70,2.6941299438476562e-05,54,5.1021575927734375e-05,2408,0.20975017547607422,astar
10,0.36478321518467904,69,5.1975250244140625e-05,45,6.4849853515625e-05,50,2.2649765014648438e-05,45,5.1975250244140625e-05,938,0.20580101013183594,astar
