size,density,bfs_cost,bfs_time,ucs_cost,ucs_time,greedy_cost,greedy_time,astar_cost,astar_time,mcts_cost,mcts_time,best_algorithm
10,0.237793860203387,83,5.1975250244140625e-05,63,7.390975952148438e-05,84,2.3126602172851562e-05,63,6.866455078125e-05,3255,0.24827122688293457,astar
20,0.2528395627409732,216,0.00022602081298828125,190,0.00035309791564941406,202,5.698204040527344e-05,190,0.0003800392150878906,61202,3.2624688148498535,ucs
20,0.2134224456355329,164,0.0002601146697998047,101,0.00038909912109375,196,4.76837158203125e-05,101,0.00039196014404296875,63549,1.2819268703460693,ucs
10,0.3081862961183604,86,5.888938903808594e-05,70,9.012222290039062e-05,70,3.2901763916015625e-05,70,9.202957153320312e-05,3889,0.3003683090209961,greedy
20,0.22764861977901868,167,0.00026869773864746094,112,0.0003819465637207031,187,5.1021575927734375e-05,112,0.00036406517028808594,9552,1.5096073150634766,astar
20,0.3065491362755007,196,0.00019288063049316406,158,0.0002841949462890625,194,6.079673767089844e-05,158,0.0002808570861816406,45510,1.9326608180999756,astar
10,0.23397415068473876,87,6.29425048828125e-05,61,8.821487426757812e-05,75,2.5033950805664062e-05,61,8.678436279296875e-05,2986,0.10702204704284668,astar
20,0.30946397197792397,159,0.00021910667419433594,132,0.0003268718719482422,254,6.580352783203125e-05,132,0.0003180503845214844,6386,1.6871850490570068,astar
20,0.38099541731391273,241,0.00019884109497070312,228,0.00029587745666503906,248,8.106231689453125e-05,228,0.00031495094299316406,51658,3.445726156234741,ucs
10,0.23938887374534873,62,6.771087646484375e-05,51,9.703636169433594e-05,96,2.384185791015625e-05,51,9.107589721679688e-05,6296,0.546820878982544,astar
20,0.2224098579722586,223,0.0002529621124267578,134,0.0003879070281982422,184,5.1975250244140625e-05,134,0.0003750324249267578,8069,0.9492130279541016,astar
10,0.3127995265686902,81,4.506111145019531e-05,72,6.604194641113281e-05,101,2.7894973754882812e-05,72,6.604194641113281e-05,1380,0.30162477493286133,ucs
20,0.30109387458995085,192,0.0002200603485107422,141,0.0003349781036376953,206,5.1021575927734375e-05,141,0.00033283233642578125,12817,1.0764482021331787,astar
10,0.2392236644294533,90,6.604194641113281e-05,65,9.083747863769531e-05,83,2.3126602172851562e-05,65,8.0108642578125e-05,5574,0.32322192192077637,astar
10,0.24086470376348826,97,5.2928924560546875e-05,41,6.4849853515625e-05,54,2.384185791015625e-05,41,5.888938903808594e-05,2038,0.18622684478759766,astar
20,0.25808387525890336,178,0.00024390220642089844,131,0.00037097930908203125,214,6.318092346191406e-05,131,0.0004000663757324219,16361,1.8911161422729492,ucs
20,0.33266706790314293,180,0.00018787384033203125,156,0.0002770423889160156,222,6.699562072753906e-05,156,0.0002968311309814453,36321,1.5786149501800537,ucs
10,0.24431542067368092,82,5.984306335449219e-05,73,8.487701416015625e-05,98,2.5033950805664062e-05,73,8.869171142578125e-05,20510,0.42047905921936035,ucs
10,0.21845908116688534,58,6.389617919921875e-05,58,0.00010085105895996094,79,2.3126602172851562e-05,58,0.00010204315185546875,576,0.1492900848388672,bfs
10,0.310232999587248,96,4.935264587402344e-05,92,7.224082946777344e-05,104,3.123283386230469e-05,92,7.224082946777344e-05,6998,0.24324607849121094,ucs
10,0.3040391217640772,75,6.079673767089844e-05,75,9.202957153320312e-05,100,2.3126602172851562e-05,75,8.988380432128906e-05,8966,0.23994898796081543,bfs
20,0.24504761418134258,154,0.00024509429931640625,105,0.00039505958557128906,189,6.29425048828125e-05,105,0.0004267692565917969,12242,1.3627400398254395,ucs
20,0.23724180495999245,192,0.00023698806762695312,153,0.0003619194030761719,274,7.700920104980469e-05,153,0.0003800392150878906,18705,1.5396757125854492,ucs
10,0.44106474746117524,89,3.504753112792969e-05,68,5.1021575927734375e-05,82,2.002716064453125e-05,68,4.1961669921875e-05,1163,0.11082291603088379,astar
20,0.2491532167147315,160,0.00023508071899414062,108,0.0003108978271484375,275,9.894371032714844e-05,108,0.0002810955047607422,12356,1.423356294631958,astar
20,0.28860896991732743,198,0.0002231597900390625,190,0.0003349781036376953,216,5.1021575927734375e-05,190,0.0003666877746582031,13567,1.7791290283203125,ucs
10,0.3321799423100352,114,4.792213439941406e-05,70,6.079673767089844e-05,70,2.09808349609375e-05,70,5.412101745605469e-05,295,0.4336819648742676,greedy
20,0.20512441250029725,168,0.0002932548522949219,123,0.00043892860412597656,146,5.984306335449219e-05,123,0.00041294097900390625,20332,0.9321410655975342,astar
20,0.20822479250770787,167,0.0002617835998535156,122,0.0004000663757324219,237,5.2928924560546875e-05,122,0.00039386749267578125,10127,0.9091713428497314,astar
10,0.345998878200915,86,7.700920104980469e-05,86,8.392333984375e-05,106,2.8848648071289062e-05,86,6.914138793945312e-05,3040,0.4354729652404785,astar
10,0.28237330976852276,91,5.1975250244140625e-05,82,7.724761962890625e-05,102,3.910064697265625e-05,82,7.987022399902344e-05,9606,0.4746890068054199,ucs
10,0.23220937617084916,83,4.57763671875e-05,67,6.914138793945312e-05,82,2.193450927734375e-05,67,6.389617919921875e-05,892,0.18164515495300293,astar
10,0.35328257600793733,99,4.410743713378906e-05,99,6.985664367675781e-05,112,2.6941299438476562e-05,99,6.771087646484375e-05,3721,0.3232450485229492,bfs
20,0.38035126039558187,263,0.00036072731018066406,199,0.0002567768096923828,248,9.393692016601562e-05,199,0.0002472400665283203,91202,2.061481237411499,astar
20,0.36747437068611966,180,0.0001900196075439453,121,0.0002899169921875,206,6.008148193359375e-05,121,0.0002989768981933594,31552,2.133875846862793,ucs
10,0.3290007135061811,100,5.507469177246094e-05,54,8.296966552734375e-05,92,2.47955322265625e-05,54,7.82012939453125e-05,1724,0.16538500785827637,astar
10,0.30501753744845544,90,5.6743621826171875e-05,61,9.107589721679688e-05,80,2.2649765014648438e-05,61,8.916854858398438e-05,5577,0.6635642051696777,astar
20,0.30853814558628656,177,0.00022983551025390625,168,0.0003082752227783203,197,5.698204040527344e-05,168,0.00032401084899902344,39001,2.7473678588867188,ucs
10,0.29479152403036124,79,3.719329833984375e-05,66,5.3882598876953125e-05,88,2.6226043701171875e-05,66,5.316734313964844e-05,2550,0.1912381649017334,astar
20,0.28499101967117646,207,0.0002071857452392578,151,0.00030994415283203125,191,9.703636169433594e-05,151,0.0003058910369873047,10918,2.342024803161621,astar
10,0.3629867608117594,98,5.507469177246094e-05,75,7.414817810058594e-05,86,2.8848648071289062e-05,75,6.699562072753906e-05,13218,0.39204883575439453,astar
20,0.37944472529080653,182,0.0001220703125,182,0.00017690658569335938,209,8.487701416015625e-05,182,0.0001678466796875,25027,2.0208840370178223,bfs
20,0.27521187869444996,203,0.0002200603485107422,173,0.0003268718719482422,267,6.890296936035156e-05,173,0.00034689903259277344,41297,1.629324197769165,ucs
10,0.2666220070379474,79,4.220008850097656e-05,74,6.127357482910156e-05,86,1.9788742065429688e-05,74,6.222724914550781e-05,10951,0.4863150119781494,ucs
10,0.20193207127514518,106,6.29425048828125e-05,80,9.608268737792969e-05,94,2.5033950805664062e-05,80,9.989738464355469e-05,1022,0.16820812225341797,ucs
20,0.2726293653861605,208,0.0002079010009765625,136,0.00031495094299316406,223,8.392333984375e-05,136,0.000347137451171875,9807,1.5242438316345215,ucs
20,0.3180972555607483,146,0.00023293495178222656,132,0.00034689903259277344,218,6.008148193359375e-05,132,0.0003707408905029297,6416,1.881619930267334,ucs
20,0.20948988191149065,201,0.0002472400665283203,134,0.00038886070251464844,222,5.602836608886719e-05,134,0.0004119873046875,35187,1.0323071479797363,ucs
20,0.2894465046829091,162,0.00021505355834960938,141,0.0003457069396972656,229,7.891654968261719e-05,141,0.0003368854522705078,127984,2.3661160469055176,astar
20,0.2007997988570679,166,0.0002620220184326172,116,0.0004100799560546875,178,5.1021575927734375e-05,116,0.00042891502380371094,12428,1.6860220432281494,ucs
10,0.3826663200519588,86,4.601478576660156e-05,79,6.699562072753906e-05,91,2.193450927734375e-05,79,6.866455078125e-05,2529,0.5901780128479004,ucs
10,0.37387249994679983,67,4.982948303222656e-05,55,6.29425048828125e-05,62,2.4080276489257812e-05,55,5.602836608886719e-05,3627,0.26238083839416504,astar
10,0.24610912090364492,73,6.580352783203125e-05,53,9.799003601074219e-05,62,2.3126602172851562e-05,53,8.893013000488281e-05,15648,0.18773484230041504,astar
20,0.26945314013529326,165,0.0002219676971435547,132,0.00029921531677246094,191,5.0067901611328125e-05,132,0.0002779960632324219,25680,1.0819671154022217,astar
10,0.30742990985222585,80,5.316734313964844e-05,52,7.605552673339844e-05,79,2.574920654296875e-05,52,6.4849853515625e-05,2297,0.3631119728088379,astar
20,0.2671502439323158,183,0.00022292137145996094,111,0.0003268718719482422,167,7.009506225585938e-05,111,0.00034499168395996094,27553,1.5764877796173096,ucs
10,0.36185543053314595,90,4.57763671875e-05,88,6.175041198730469e-05,88,2.09808349609375e-05,88,5.817413330078125e-05,1860,0.5374517440795898,greedy
10,0.2792513572583332,73,6.413459777832031e-05,54,7.295608520507812e-05,54,3.0040740966796875e-05,54,5.4836273193359375e-05,704,0.1864471435546875,greedy
20,0.33654435577220665,165,0.00021791458129882812,133,0.00033092498779296875,223,4.887580871582031e-05,133,0.00035309791564941406,5055,1.2049531936645508,ucs
10,0.29056138854190905,70,6.29425048828125e-05,54,9.131431579589844e-05,79,2.4080276489257812e-05,54,8.606910705566406e-05,1655,0.1750340461730957,astar
10,0.22710963750669977,109,6.29425048828125e-05,62,9.608268737792969e-05,77,4.100799560546875e-05,62,0.0001010894775390625,908,0.48597288131713867,ucs
20,0.2538339966349786,181,0.00023984909057617188,115,0.0003609657287597656,142,8.177757263183594e-05,115,0.00037980079650878906,10520,1.6293160915374756,ucs
20,0.2897352428949405,195,0.00023293495178222656,154,0.0003509521484375,224,5.698204040527344e-05,154,0.0003681182861328125,60134,1.4170498847961426,ucs
20,0.2446061716769748,243,0.0002372264862060547,105,0.0003209114074707031,181,6.198883056640625e-05,105,0.00026798248291015625,17545,1.1607589721679688,astar
10,0.271848158187338,91,5.507469177246094e-05,73,8.177757263183594e-05,79,2.7894973754882812e-05,73,7.510185241699219e-05,3740,0.2784452438354492,astar
20,0.25769480053569216,162,0.0001800060272216797,147,0.0002758502960205078,257,6.008148193359375e-05,147,0.0002968311309814453,7231,3.0047152042388916,ucs
20,0.32088501569267414,167,0.00022292137145996094,132,0.0003409385681152344,210,4.887580871582031e-05,132,0.00029587745666503906,10660,2.1378018856048584,astar
10,0.30826080406238365,94,4.792213439941406e-05,66,7.224082946777344e-05,67,2.193450927734375e-05,66,7.009506225585938e-05,6538,0.4278428554534912,astar
10,0.281796895689248,96,5.412101745605469e-05,77,8.0108642578125e-05,110,3.695487976074219e-05,77,8.106231689453125e-05,4862,0.23853373527526855,ucs
20,0.3082962818805544,176,0.0002079010009765625,138,0.0003018379211425781,164,4.506111145019531e-05,138,0.0002849102020263672,16305,1.0413539409637451,astar
20,0.3498528241248412,201,0.00019621849060058594,162,0.0002949237823486328,210,6.771087646484375e-05,162,0.0003142356872558594,18526,1.8947021961212158,ucs
20,0.2640404135797928,178,0.0002281665802001953,152,0.0003490447998046875,214,8.130073547363281e-05,152,0.0003650188446044922,753,1.8206651210784912,ucs
10,0.25675168575819424,69,6.222724914550781e-05,53,8.797645568847656e-05,100,2.9087066650390625e-05,53,7.295608520507812e-05,3117,0.5212569236755371,astar
20,0.2537915055808352,164,0.0002491474151611328,133,0.00037384033203125,187,9.012222290039062e-05,133,0.000392913818359375,14946,1.4974281787872314,ucs
20,0.2033393022310623,163,0.0002608299255371094,127,0.0003898143768310547,163,5.1021575927734375e-05,127,0.0003898143768310547,16056,1.774770975112915,ucs
10,0.2569091370610158,72,6.389617919921875e-05,47,7.915496826171875e-05,82,3.170967102050781e-05,47,7.390975952148438e-05,549,0.490231990814209,astar
20,0.33572898251060035,168,0.00019812583923339844,154,0.00028228759765625,213,5.984306335449219e-05,154,0.00030684471130371094,2748,2.434720993041992,ucs
20,0.2920703573509036,217,0.00021076202392578125,160,0.0002980232238769531,209,6.389617919921875e-05,160,0.0002620220184326172,9934,1.5535659790039062,astar
10,0.2326245051399929,90,5.1975250244140625e-05,59,7.510185241699219e-05,75,2.193450927734375e-05,59,7.510185241699219e-05,843,0.37832021713256836,ucs
20,0.289136094151971,183,0.0001919269561767578,132,0.00024199485778808594,234,6.29425048828125e-05,132,0.000247955322265625,59036,1.8847532272338867,ucs
10,0.2417889893884846,70,6.580352783203125e-05,46,9.202957153320312e-05,61,2.4080276489257812e-05,46,7.915496826171875e-05,7661,0.12937712669372559,astar
10,0.23175912466758022,77,6.604194641113281e-05,51,9.202957153320312e-05,106,2.574920654296875e-05,51,9.107589721679688e-05,871,0.37924885749816895,astar
10,0.20987167303108853,91,6.079673767089844e-05,85,9.107589721679688e-05,128,2.6941299438476562e-05,85,8.869171142578125e-05,2425,0.1593940258026123,astar
20,0.26750324030393385,233,0.0002491474151611328,137,0.0003628730773925781,198,6.413459777832031e-05,137,0.0003879070281982422,2206,0.9779760837554932,ucs
20,0.2230622605219449,156,0.00024175643920898438,111,0.00037789344787597656,189,5.1021575927734375e-05,111,0.0003979206085205078,15564,1.3960590362548828,ucs
10,0.26012320445425563,106,6.079673767089844e-05,81,8.869171142578125e-05,81,3.719329833984375e-05,81,8.082389831542969e-05,3021,0.42756104469299316,greedy
10,0.23605772390312113,72,5.984306335449219e-05,51,8.702278137207031e-05,75,2.2172927856445312e-05,51,7.319450378417969e-05,465,0.20106792449951172,astar
10,0.2157038068584894,102,4.887580871582031e-05,74,7.796287536621094e-05,135,3.0994415283203125e-05,74,7.081031799316406e-05,4780,0.24734091758728027,astar
10,0.4535923930869769,66,4.7206878662109375e-05,66,5.793571472167969e-05,75,2.5033950805664062e-05,66,5.2928924560546875e-05,1751,0.2631359100341797,bfs
10,0.2828221395240587,88,5.1021575927734375e-05,80,7.605552673339844e-05,100,3.1948089599609375e-05,80,8.082389831542969e-05,2566,0.2216660976409912,ucs
10,0.20381415810749434,79,6.4849853515625e-05,49,9.107589721679688e-05,95,3.314018249511719e-05,49,8.916854858398438e-05,6767,0.22418618202209473,astar
20,0.29327607459821714,218,0.0002181529998779297,194,0.00030303001403808594,246,7.295608520507812e-05,194,0.0003039836883544922,38137,1.75111985206604,ucs
10,0.36051582095081514,79,4.100799560546875e-05,75,6.008148193359375e-05,84,2.09808349609375e-05,75,6.008148193359375e-05,2922,0.18562102317810059,ucs
10,0.26600778190599844,100,5.2928924560546875e-05,60,8.20159912109375e-05,80,2.5033950805664062e-05,60,8.821487426757812e-05,2401,0.5770218372344971,ucs
20,0.2128362287301983,227,0.00024700164794921875,128,0.0003819465637207031,209,5.602836608886719e-05,128,0.0004031658172607422,36767,1.3978631496429443,ucs
20,0.21412914592453153,162,0.00023889541625976562,131,0.00037598609924316406,220,5.698204040527344e-05,131,0.00039887428283691406,28781,0.9254930019378662,ucs
10,0.287745489089881,80,4.935264587402344e-05,80,6.604194641113281e-05,95,3.0994415283203125e-05,80,6.175041198730469e-05,1245,0.3645150661468506,bfs
10,0.267566747387623,104,5.602836608886719e-05,76,9.298324584960938e-05,91,2.09808349609375e-05,76,6.890296936035156e-05,1436,0.22839808464050293,astar
20,0.20128325695837254,164,0.00025391578674316406,141,0.00038909912109375,237,7.176399230957031e-05,141,0.00043320655822753906,116771,1.8405711650848389,ucs
20,0.2937805391894124,201,0.00022602081298828125,177,0.00033092498779296875,194,4.57763671875e-05,177,0.00032210350036621094,55958,2.8089540004730225,astar
10,0.21979304894149237,72,6.508827209472656e-05,63,0.00010013580322265625,68,2.1696090698242188e-05,63,0.00010418891906738281,1165,0.18226099014282227,ucs
20,0.3797248600682941,173,0.0001628398895263672,129,0.00023984909057617188,195,7.200241088867188e-05,129,0.00024080276489257812,4400,2.266239881515503,ucs
20,0.20873307952193315,195,0.00026607513427734375,119,0.00040793418884277344,170,4.7206878662109375e-05,119,0.00043082237243652344,23985,1.5527002811431885,ucs
10,0.3140011668239699,97,5.316734313964844e-05,72,7.510185241699219e-05,99,2.09808349609375e-05,72,6.890296936035156e-05,962,0.10776090621948242,astar
10,0.3839748913965613,120,3.62396240234375e-05,120,5.0067901611328125e-05,142,2.47955322265625e-05,120,5.1975250244140625e-05,5192,0.45819592475891113,bfs
10,0.28081578560343357,72,5.507469177246094e-05,66,8.606910705566406e-05,85,2.574920654296875e-05,66,8.821487426757812e-05,3523,0.29447293281555176,ucs
20,0.24029371727314736,165,0.00023508071899414062,123,0.00036406517028808594,167,5.2928924560546875e-05,123,0.00036406517028808594,16516,1.0168800354003906,ucs
20,0.20126102427663958,179,0.0002589225769042969,96,0.0003159046173095703,154,4.792213439941406e-05,96,0.00025081634521484375,4156,1.0390300750732422,astar
10,0.33891708061081316,67,5.4836273193359375e-05,65,7.82012939453125e-05,75,2.2172927856445312e-05,65,7.224082946777344e-05,1400,0.29134678840637207,astar
10,0.21285692052689242,83,6.890296936035156e-05,56,0.0001049041748046875,90,2.193450927734375e-05,56,0.00010275840759277344,6360,0.19039106369018555,astar
20,0.20496686869004674,200,0.000247955322265625,152,0.0003819465637207031,215,5.5789947509765625e-05,152,0.0004019737243652344,134166,1.9071810245513916,ucs
10,0.25223721359228973,96,5.4836273193359375e-05,81,8.20159912109375e-05,91,2.193450927734375e-05,81,8.392333984375e-05,1545,0.21117377281188965,ucs
10,0.20302386574474773,75,6.580352783203125e-05,43,8.702278137207031e-05,72,2.7894973754882812e-05,43,8.0108642578125e-05,1067,0.41753673553466797,astar
20,0.21241444580119928,193,0.00023889541625976562,136,0.0003619194030761719,228,7.677078247070312e-05,136,0.000392913818359375,12145,2.1025049686431885,ucs
20,0.20286848158044346,224,0.0002460479736328125,121,0.0003769397735595703,171,4.506111145019531e-05,121,0.0003788471221923828,2068,1.1050889492034912,ucs
10,0.24874061217809465,70,4.792213439941406e-05,49,6.818771362304688e-05,72,2.5987625122070312e-05,49,6.604194641113281e-05,4788,0.35779404640197754,astar
10,0.20915077726727024,108,6.29425048828125e-05,67,9.417533874511719e-05,74,3.361701965332031e-05,67,9.608268737792969e-05,303,0.32521510124206543,ucs
10,0.23683252475768388,81,6.103515625e-05,67,6.985664367675781e-05,88,2.288818359375e-05,67,6.198883056640625e-05,3176,0.17462873458862305,astar
20,0.24067564701018776,177,0.0002579689025878906,121,0.0003790855407714844,244,6.389617919921875e-05,121,0.00035309791564941406,37518,1.5453109741210938,astar
20,0.25212254763286635,196,0.00024890899658203125,146,0.0003650188446044922,284,9.799003601074219e-05,146,0.0003750324249267578,35651,2.3906428813934326,ucs
10,0.3755315326900309,97,4.1961669921875e-05,97,6.580352783203125e-05,106,2.5987625122070312e-05,97,5.984306335449219e-05,4618,0.5639081001281738,bfs
10,0.23984717179168946,64,6.079673767089844e-05,47,8.392333984375e-05,85,3.6716461181640625e-05,47,7.390975952148438e-05,2937,0.2983551025390625,astar
10,0.32757400013457055,85,5.507469177246094e-05,78,8.392333984375e-05,82,2.9087066650390625e-05,78,8.487701416015625e-05,1363,0.21594476699829102,ucs
10,0.29408601744592655,93,5.793571472167969e-05,46,7.700920104980469e-05,81,2.3126602172851562e-05,46,6.103515625e-05,1901,0.24380183219909668,astar
10,0.2010876939681993,88,6.604194641113281e-05,63,0.00010895729064941406,84,2.193450927734375e-05,63,0.00011301040649414062,424,0.16893315315246582,ucs
20,0.273659255631819,176,0.00023102760314941406,124,0.0003409385681152344,156,4.6253204345703125e-05,124,0.00034308433532714844,6881,1.2570250034332275,ucs
10,0.22617270340832857,99,4.291534423828125e-05,89,6.103515625e-05,109,2.7894973754882812e-05,89,5.888938903808594e-05,2130,0.33527183532714844,astar
10,0.21184165530729082,97,6.604194641113281e-05,58,8.296966552734375e-05,90,2.288818359375e-05,58,8.177757263183594e-05,2816,0.17278599739074707,astar
20,0.23283650318873378,156,0.0002582073211669922,102,0.0003139972686767578,241,6.079673767089844e-05,102,0.00026917457580566406,30199,1.017124891281128,astar
20,0.38147616993364464,214,0.00014901161193847656,187,0.00020575523376464844,217,8.20159912109375e-05,187,0.00021314620971679688,7947,2.209047794342041,ucs
20,0.23630804023941332,176,0.000244140625,110,0.00035119056701660156,187,5.1975250244140625e-05,110,0.0003120899200439453,51262,1.8576428890228271,astar
20,0.26044598244513145,205,0.00022292137145996094,148,0.00033783912658691406,203,8.893013000488281e-05,148,0.0003211498260498047,37334,2.341850757598877,astar
10,0.29159251916218987,108,6.175041198730469e-05,73,9.393692016601562e-05,102,2.7179718017578125e-05,73,9.083747863769531e-05,3898,0.15196919441223145,astar
10,0.37027998696988496,73,5.078315734863281e-05,73,6.198883056640625e-05,86,3.719329833984375e-05,73,5.602836608886719e-05,9712,0.6381361484527588,bfs
20,0.35832637552058944,172,0.0002028942108154297,139,0.00029206275939941406,163,5.698204040527344e-05,139,0.0003001689910888672,98174,1.632941722869873,ucs
20,0.31481637740255897,193,0.0001800060272216797,167,0.0002658367156982422,218,5.4836273193359375e-05,167,0.00025391578674316406,30617,1.5137789249420166,astar
10,0.21694294021895677,73,5.412101745605469e-05,64,7.510185241699219e-05,96,2.8848648071289062e-05,64,6.985664367675781e-05,723,0.4612159729003906,astar
20,0.20652074417635427,146,0.00025081634521484375,106,0.000392913818359375,223,5.6743621826171875e-05,106,0.00043201446533203125,3356,1.7128899097442627,ucs
20,0.2962062114310665,181,0.00021886825561523438,133,0.0003199577331542969,172,6.4849853515625e-05,133,0.00030994415283203125,3643,1.15743088722229,astar
10,0.33796049918094184,85,5.817413330078125e-05,79,8.678436279296875e-05,86,2.09808349609375e-05,79,9.012222290039062e-05,2388,0.31297898292541504,ucs
10,0.2538818744072395,80,5.626678466796875e-05,46,6.413459777832031e-05,77,2.6226043701171875e-05,46,5.412101745605469e-05,3991,0.3368070125579834,astar
10,0.3713462817135994,91,4.506111145019531e-05,67,6.198883056640625e-05,69,2.193450927734375e-05,67,5.888938903808594e-05,3594,0.20372295379638672,astar
10,0.2233311241993557,76,5.984306335449219e-05,41,7.510185241699219e-05,65,2.5033950805664062e-05,41,6.222724914550781e-05,1144,0.26786088943481445,astar
20,0.3028354087409603,190,0.0002257823944091797,136,0.0002849102020263672,210,6.818771362304688e-05,136,0.00025534629821777344,18470,1.0985829830169678,astar
20,0.2147986760813883,149,0.00024390220642089844,120,0.00034308433532714844,153,4.792213439941406e-05,120,0.00031685829162597656,9120,1.1618711948394775,astar
20,0.23484832848038217,214,0.0002181529998779297,141,0.000331878662109375,214,7.104873657226562e-05,141,0.0003609657287597656,23300,1.5013418197631836,ucs
10,0.4493095462190479,105,4.8160552978515625e-05,101,6.723403930664062e-05,105,2.6226043701171875e-05,101,6.914138793945312e-05,274,0.6418251991271973,ucs
20,0.3194254376457713,173,0.00019884109497070312,166,0.000286102294921875,187,4.887580871582031e-05,166,0.00028204917907714844,13796,1.7838010787963867,astar
10,0.2199784925956851,55,6.699562072753906e-05,55,9.703636169433594e-05,117,2.7894973754882812e-05,55,0.000102996826171875,4062,0.5301668643951416,bfs
20,0.2515461194053914,185,0.0002002716064453125,139,0.00029587745666503906,190,5.602836608886719e-05,139,0.0003027915954589844,10690,2.7948598861694336,ucs
10,0.2381058978344848,97,5.91278076171875e-05,83,8.225440979003906e-05,93,2.9087066650390625e-05,83,7.200241088867188e-05,1430,0.1517319679260254,astar
10,0.323009731370886,91,4.00543212890625e-05,60,5.91278076171875e-05,73,2.09808349609375e-05,60,5.5789947509765625e-05,9338,0.15764904022216797,astar
10,0.2598260932613645,85,5.1021575927734375e-05,76,7.772445678710938e-05,78,2.09808349609375e-05,76,7.796287536621094e-05,229,0.6646647453308105,ucs
10,0.35072724399104904,79,3.814697265625e-05,79,5.412101745605469e-05,92,2.9325485229492188e-05,79,4.792213439941406e-05,8474,0.2963268756866455,bfs
10,0.3895012084651258,64,4.57763671875e-05,64,6.699562072753906e-05,68,2.47955322265625e-05,64,6.389617919921875e-05,1367,0.16328907012939453,bfs
20,0.2117574931590711,189,0.0002529621124267578,125,0.00041031837463378906,227,5.817413330078125e-05,125,0.0004298686981201172,52276,2.136343002319336,ucs
20,0.36025437669849336,193,0.0001621246337890625,175,0.0002372264862060547,191,5.1975250244140625e-05,175,0.0002467632293701172,12690,2.63270902633667,ucs
10,0.22985060400430551,84,6.914138793945312e-05,58,0.00010538101196289062,130,2.8848648071289062e-05,58,0.00010204315185546875,26129,0.578171968460083,astar
10,0.2688089057663603,95,4.410743713378906e-05,68,7.200241088867188e-05,85,2.193450927734375e-05,68,7.128715515136719e-05,6931,0.23738884925842285,astar
10,0.22430683851738017,88,5.7220458984375e-05,70,7.82012939453125e-05,111,3.504753112792969e-05,70,7.486343383789062e-05,3358,0.19519615173339844,astar
10,0.32916829597805153,96,4.9114227294921875e-05,71,6.914138793945312e-05,71,2.1219253540039062e-05,71,6.604194641113281e-05,10485,0.17475104331970215,greedy
10,0.23596382152243905,86,5.6743621826171875e-05,68,8.106231689453125e-05,91,2.09808349609375e-05,68,7.796287536621094e-05,885,0.2070009708404541,astar
20,0.23192657776774372,163,0.00022292137145996094,154,0.00033593177795410156,230,8.487701416015625e-05,154,0.00037217140197753906,17421,2.4497931003570557,ucs
10,0.2449594461032998,122,5.888938903808594e-05,50,6.890296936035156e-05,76,2.7179718017578125e-05,50,6.29425048828125e-05,2151,0.510296106338501,astar
20,0.22171492697809086,202,0.00025010108947753906,111,0.0003771781921386719,182,5.2928924560546875e-05,111,0.00032711029052734375,22483,0.8992559909820557,astar
20,0.2623906787055356,191,0.0002372264862060547,153,0.0003218650817871094,215,6.699562072753906e-05,153,0.00028395652770996094,26673,1.3314785957336426,astar
20,0.2635775860216618,167,0.0001690387725830078,151,0.00022912025451660156,190,5.1021575927734375e-05,151,0.0002372264862060547,29687,1.198826789855957,ucs
10,0.2521365237265727,66,5.793571472167969e-05,55,8.511543273925781e-05,85,2.8133392333984375e-05,55,8.416175842285156e-05,5824,0.30608201026916504,astar
10,0.20684792739390484,74,6.103515625e-05,58,9.107589721679688e-05,86,2.193450927734375e-05,58,9.417533874511719e-05,301,0.19552087783813477,ucs
10,0.2637419433482555,71,5.698204040527344e-05,62,8.0108642578125e-05,111,5.2928924560546875e-05,62,6.699562072753906e-05,9957,0.4603080749511719,astar
10,0.21253082545880034,83,6.413459777832031e-05,68,9.393692016601562e-05,86,2.288818359375e-05,68,8.487701416015625e-05,1020,0.18704795837402344,astar
10,0.22182110420205056,68,5.4836273193359375e-05,49,7.796287536621094e-05,99,2.6941299438476562e-05,49,7.081031799316406e-05,3197,0.25020599365234375,astar
10,0.28890850357198156,83,2.5987625122070312e-05,83,3.218650817871094e-05,83,2.09808349609375e-05,83,3.0994415283203125e-05,1312,0.18648505210876465,greedy
20,0.42582569397480446,183,0.00011610984802246094,169,0.00017189979553222656,210,4.267692565917969e-05,169,0.00016617774963378906,9815,1.3809762001037598,astar
10,0.20289909141953505,75,6.508827209472656e-05,47,9.512901306152344e-05,86,2.002716064453125e-05,47,8.606910705566406e-05,5401,0.13614988327026367,astar
20,0.3250120427776787,174,0.00011730194091796875,165,0.0001780986785888672,183,4.9114227294921875e-05,165,0.00016617774963378906,19411,1.7460057735443115,astar
20,0.4246748872517664,194,9.918212890625e-05,181,0.00014090538024902344,214,8.702278137207031e-05,181,0.0001442432403564453,44512,2.322578191757202,ucs
20,0.23571243601638225,154,0.0002522468566894531,116,0.0003867149353027344,173,5.507469177246094e-05,116,0.0004107952117919922,3361,1.9258487224578857,ucs
10,0.28218678681631554,72,5.7697296142578125e-05,59,8.177757263183594e-05,67,2.288818359375e-05,59,7.486343383789062e-05,2881,0.3541889190673828,astar
10,0.25327064398680993,70,6.604194641113281e-05,57,9.894371032714844e-05,98,2.6226043701171875e-05,57,0.00010085105895996094,1826,0.24244093894958496,ucs
